user_id,action_date,action_name,error_message,device,type_of_purchase
370525,2022-11-21,checkout_monthly_completepayment.click.fail,"firstName field is required",desktop,"monthly package"
370715,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
370860,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
370864,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
370909,2022-11-06,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
371053,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
371068,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
371076,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
371080,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
371087,2023-01-08,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
371149,2022-11-24,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
371342,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
371495,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
371499,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
371574,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
371586,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
371634,2022-11-30,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
371779,2023-01-18,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
371967,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
372073,2022-12-08,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
372102,2022-12-03,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
372503,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
373058,2022-11-21,checkout_annual_completepayment.click.fail,"Your card was declined.",mobile,"annual package"
373059,2022-11-21,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
373105,2023-01-27,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
373221,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
373256,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
373257,2022-11-06,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
373315,2022-11-21,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
373402,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
373700,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
373757,2022-11-27,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
373821,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
374118,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
374132,2022-11-24,checkout_annual_completepayment.click.fail,"firstName field is required",mobile,"annual package"
374245,2022-11-17,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
374384,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
374607,2022-11-21,checkout_annual_completepayment.click.fail,"firstName field is required",desktop,"annual package"
374794,2022-11-28,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
374868,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
375059,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
375061,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
375545,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
375745,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
376061,2023-01-29,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
376066,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
376165,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
376511,2022-11-27,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
376543,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
376670,2022-12-11,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
376689,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
376925,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
376948,2023-01-12,checkout_monthly_completepayment.click.fail,"Your card is not supported.",desktop,"monthly package"
377491,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
377544,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
377551,2022-12-02,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
377642,2022-11-29,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
377682,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
377838,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
377892,2022-11-21,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
378132,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
378250,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
378423,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
378467,2023-01-20,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
378569,2022-11-27,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
379017,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
379056,2022-11-06,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
379083,2022-11-23,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
379247,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
379252,2022-11-26,checkout_monthly_completepayment.click.fail,"cvv field is required",desktop,"monthly package"
379266,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
379357,2022-11-21,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
379803,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
379887,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
379923,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
380171,2022-11-12,checkout_monthly_completepayment.click.fail,"number field is required",desktop,"monthly package"
380515,2022-11-16,checkout_coins_completepayment.click.fail,"number field is required",mobile,"single course"
380610,2022-11-28,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
380721,2022-11-17,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
380876,2022-11-22,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
381517,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
381650,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
381850,2022-11-24,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
381985,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
382061,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
382668,2022-12-05,checkout_monthly_completepayment.click.fail,"year field is required",mobile,"monthly package"
382820,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
383391,2022-11-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
383481,2022-11-27,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
383686,2022-11-27,checkout_monthly_completepayment.click.fail,"number field is required",desktop,"monthly package"
